	Name	X_1_1	exponent_1_1	X_1_2	exponent_1_2	X_2_1	exponent_2_1	X_2_2	exponent_2_2	dx	dc	dd
4486	('dudy^-1_yplus^2', 'dudy^2_yplus^-2')	dudy	-1	yplus	2	dudy	2	yplus	-2	0.04422657248145199	0.013145735526641904	2.669610259150799e-05
4487	('dudy^-1_yplus^2', 'dudy^2_yplus^-1')	dudy	-1	yplus	2	dudy	2	yplus	-1	0.045688979610347555	0.012973725434726094	3.366742311534182e-05
4488	('dudy^-1_yplus^2', 'dudy^2_yplus^1')	dudy	-1	yplus	2	dudy	2	yplus	1	0.03555324257932656	0.013069272706444169	2.7936848407717023e-05
4489	('dudy^-1_yplus^2', 'dudy^2_yplus^2')	dudy	-1	yplus	2	dudy	2	yplus	2	0.1501522470218028	0.011802840882876692	0.001369993492995598
4490	('dudy^-1_yplus^2', 'dudy^-2_k^-2')	dudy	-1	yplus	2	dudy	-2	k	-2	0.042776503791812415	0.014218705340379995	5.426450719521628e-05
4491	('dudy^-1_yplus^2', 'dudy^-2_k^-1')	dudy	-1	yplus	2	dudy	-2	k	-1	0.05555038899482336	0.014427118635371463	8.781012059199138e-05
4492	('dudy^-1_yplus^2', 'dudy^-2_k^1')	dudy	-1	yplus	2	dudy	-2	k	1	0.09252818820381484	0.015114302497639074	0.00027172186505242563
4493	('dudy^-1_yplus^2', 'dudy^-2_k^2')	dudy	-1	yplus	2	dudy	-2	k	2	0.10402381060943935	0.015659354455849706	0.00035388444881498415
4494	('dudy^-1_yplus^2', 'dudy^-1_k^-2')	dudy	-1	yplus	2	dudy	-1	k	-2	0.02667895853933656	0.013776051689173108	2.9110027199671142e-05
4495	('dudy^-1_yplus^2', 'dudy^-1_k^-1')	dudy	-1	yplus	2	dudy	-1	k	-1	0.038726332164373205	0.014047493838289446	3.833170597299486e-05
4496	('dudy^-1_yplus^2', 'dudy^-1_k^1')	dudy	-1	yplus	2	dudy	-1	k	1	0.07877662580305654	0.015345946166681862	0.0001641619698240824
4497	('dudy^-1_yplus^2', 'dudy^-1_k^2')	dudy	-1	yplus	2	dudy	-1	k	2	0.0714328074846266	0.015641958855073378	0.00013422610117490497
4498	('dudy^-1_yplus^2', 'dudy^1_k^-2')	dudy	-1	yplus	2	dudy	1	k	-2	0.03662785839566879	0.012857131918061126	2.2782671456982883e-05
4499	('dudy^-1_yplus^2', 'dudy^1_k^-1')	dudy	-1	yplus	2	dudy	1	k	-1	0.03815149600455871	0.012798766982020659	2.612787480509656e-05
4500	('dudy^-1_yplus^2', 'dudy^1_k^1')	dudy	-1	yplus	2	dudy	1	k	1	0.032931904147497415	0.012976797354053608	2.8246649349376783e-05
4501	('dudy^-1_yplus^2', 'dudy^1_k^2')	dudy	-1	yplus	2	dudy	1	k	2	0.030296468037443017	0.012994073327068893	2.301326435101162e-05
4502	('dudy^-1_yplus^2', 'dudy^2_k^-2')	dudy	-1	yplus	2	dudy	2	k	-2	0.0391851349394095	0.012928168950054319	2.3519983912095298e-05
4503	('dudy^-1_yplus^2', 'dudy^2_k^-1')	dudy	-1	yplus	2	dudy	2	k	-1	0.04323879745681471	0.01291527176186607	3.0020943882691388e-05
4504	('dudy^-1_yplus^2', 'dudy^2_k^1')	dudy	-1	yplus	2	dudy	2	k	1	0.03749622005865141	0.012976269321350329	2.9647643265448567e-05
4505	('dudy^-1_yplus^2', 'dudy^2_k^2')	dudy	-1	yplus	2	dudy	2	k	2	0.03614799543231006	0.012976343914091857	2.9997841651536928e-05
4506	('dudy^-1_yplus^2', 'dudy^-2_eps^-2')	dudy	-1	yplus	2	dudy	-2	eps	-2	0.04280566591445472	0.013481887728540153	6.61106724574351e-05
4507	('dudy^-1_yplus^2', 'dudy^-2_eps^-1')	dudy	-1	yplus	2	dudy	-2	eps	-1	0.053721702489799864	0.014518210366385705	8.787699252826396e-05
4508	('dudy^-1_yplus^2', 'dudy^-2_eps^1')	dudy	-1	yplus	2	dudy	-2	eps	1	0.08956166310549801	0.014956507831489312	0.00022969877421605454
4509	('dudy^-1_yplus^2', 'dudy^-2_eps^2')	dudy	-1	yplus	2	dudy	-2	eps	2	0.11142724339179785	0.01781628329858684	0.00030620038959472943
4510	('dudy^-1_yplus^2', 'dudy^-1_eps^-2')	dudy	-1	yplus	2	dudy	-1	eps	-2	0.035334677438915434	0.014407873887028202	4.694166290519253e-05
4511	('dudy^-1_yplus^2', 'dudy^-1_eps^-1')	dudy	-1	yplus	2	dudy	-1	eps	-1	0.04261439902665626	0.0148165496675774	5.0860638290539046e-05
4512	('dudy^-1_yplus^2', 'dudy^-1_eps^1')	dudy	-1	yplus	2	dudy	-1	eps	1	0.0824918757918852	0.017291195205923034	0.00014813627528352576
4513	('dudy^-1_yplus^2', 'dudy^-1_eps^2')	dudy	-1	yplus	2	dudy	-1	eps	2	0.03142221917892816	0.01616613997937894	3.79952481235971e-05
4514	('dudy^-1_yplus^2', 'dudy^1_eps^-2')	dudy	-1	yplus	2	dudy	1	eps	-2	0.04160101485458481	0.016830957334723354	6.675263794603885e-05
4515	('dudy^-1_yplus^2', 'dudy^1_eps^-1')	dudy	-1	yplus	2	dudy	1	eps	-1	0.042013174202290345	0.014991579423485094	3.088720818702405e-05
4516	('dudy^-1_yplus^2', 'dudy^1_eps^1')	dudy	-1	yplus	2	dudy	1	eps	1	0.04109050200627913	0.012992348037959444	3.168120380342185e-05
4517	('dudy^-1_yplus^2', 'dudy^1_eps^2')	dudy	-1	yplus	2	dudy	1	eps	2	0.04360313664466213	0.013020342631317095	3.228844671521065e-05
4518	('dudy^-1_yplus^2', 'dudy^2_eps^-2')	dudy	-1	yplus	2	dudy	2	eps	-2	0.040353956998782387	0.01308420349793844	3.512549839415203e-05
4519	('dudy^-1_yplus^2', 'dudy^2_eps^-1')	dudy	-1	yplus	2	dudy	2	eps	-1	0.04160756886565631	0.012873905961941878	3.483640342692447e-05
4520	('dudy^-1_yplus^2', 'dudy^2_eps^1')	dudy	-1	yplus	2	dudy	2	eps	1	0.04634713119486064	0.012984541969659884	3.820985306602192e-05
4521	('dudy^-1_yplus^2', 'dudy^2_eps^2')	dudy	-1	yplus	2	dudy	2	eps	2	0.047855500060591326	0.013016730901854144	4.0709827608640486e-05
4522	('dudy^-1_yplus^2', 'dudy^-2_u^-2')	dudy	-1	yplus	2	dudy	-2	u	-2	0.09625642948605503	0.015469287474950933	0.00028564796324976054
4523	('dudy^-1_yplus^2', 'dudy^-2_u^-1')	dudy	-1	yplus	2	dudy	-2	u	-1	0.08361971190244126	0.015122078668917703	0.00021089204932553935
4524	('dudy^-1_yplus^2', 'dudy^-2_u^1')	dudy	-1	yplus	2	dudy	-2	u	1	0.061873492918385516	0.014530626441647857	0.00011362022464896539
4525	('dudy^-1_yplus^2', 'dudy^-2_u^2')	dudy	-1	yplus	2	dudy	-2	u	2	0.052862018336319996	0.014308404542237608	8.408370212967757e-05
4526	('dudy^-1_yplus^2', 'dudy^-1_u^-2')	dudy	-1	yplus	2	dudy	-1	u	-2	0.09159660667919418	0.015850144462752257	0.00022788091481590485
4527	('dudy^-1_yplus^2', 'dudy^-1_u^-1')	dudy	-1	yplus	2	dudy	-1	u	-1	0.07533586307894705	0.015044597671464975	0.00014542961298136205
4528	('dudy^-1_yplus^2', 'dudy^-1_u^1')	dudy	-1	yplus	2	dudy	-1	u	1	0.04530956493400427	0.014180947075707348	5.2709667258789413e-05
4529	('dudy^-1_yplus^2', 'dudy^-1_u^2')	dudy	-1	yplus	2	dudy	-1	u	2	0.03441622911677794	0.013938413892625578	3.4758916461934745e-05
4530	('dudy^-1_yplus^2', 'dudy^1_u^-2')	dudy	-1	yplus	2	dudy	1	u	-2	0.04179361143476793	0.01286138625672454	2.866405065631622e-05
4531	('dudy^-1_yplus^2', 'dudy^1_u^-1')	dudy	-1	yplus	2	dudy	1	u	-1	0.0413758284056325	0.012846771705280978	2.9844012318224407e-05
4532	('dudy^-1_yplus^2', 'dudy^1_u^1')	dudy	-1	yplus	2	dudy	1	u	1	0.031090730777327127	0.013083274587840915	2.7022906946638155e-05
4533	('dudy^-1_yplus^2', 'dudy^1_u^2')	dudy	-1	yplus	2	dudy	1	u	2	0.0318155512733095	0.01329381465314272	2.773718274368266e-05
4534	('dudy^-1_yplus^2', 'dudy^2_u^-2')	dudy	-1	yplus	2	dudy	2	u	-2	0.04454095422937017	0.012955762093062623	3.110412192408906e-05
4535	('dudy^-1_yplus^2', 'dudy^2_u^-1')	dudy	-1	yplus	2	dudy	2	u	-1	0.04523689610787577	0.012933329190348647	3.3410713133364976e-05
4536	('dudy^-1_yplus^2', 'dudy^2_u^1')	dudy	-1	yplus	2	dudy	2	u	1	0.037923615808198495	0.012964731234954039	2.9376302094211416e-05
4537	('dudy^-1_yplus^2', 'dudy^2_u^2')	dudy	-1	yplus	2	dudy	2	u	2	0.03342532926357141	0.012949850164099979	2.969624022055151e-05
4538	('dudy^-1_yplus^2', 'yplus^-2_k^-2')	dudy	-1	yplus	2	yplus	-2	k	-2	0.03666039548495875	0.013029750030974048	2.283566410841038e-05
4539	('dudy^-1_yplus^2', 'yplus^-2_k^-1')	dudy	-1	yplus	2	yplus	-2	k	-1	0.037397773651439516	0.012875926980197901	2.2916454614065064e-05
4540	('dudy^-1_yplus^2', 'yplus^-2_k^1')	dudy	-1	yplus	2	yplus	-2	k	1	0.04046930018569896	0.012935529004625053	3.2419943009043536e-05
4541	('dudy^-1_yplus^2', 'yplus^-2_k^2')	dudy	-1	yplus	2	yplus	-2	k	2	0.03300870900318398	0.01303080450456275	2.6480565763888128e-05
4542	('dudy^-1_yplus^2', 'yplus^-1_k^-2')	dudy	-1	yplus	2	yplus	-1	k	-2	0.03478931147041777	0.01316038833434714	2.2157815221263065e-05
4543	('dudy^-1_yplus^2', 'yplus^-1_k^-1')	dudy	-1	yplus	2	yplus	-1	k	-1	0.03483683751678076	0.012788543675093756	2.2459128654864017e-05
4544	('dudy^-1_yplus^2', 'yplus^-1_k^1')	dudy	-1	yplus	2	yplus	-1	k	1	0.029407998524381338	0.012966194688099248	2.5284877725683168e-05
4545	('dudy^-1_yplus^2', 'yplus^-1_k^2')	dudy	-1	yplus	2	yplus	-1	k	2	0.02848780687374304	0.013009204646719461	2.422432910108438e-05
4546	('dudy^-1_yplus^2', 'yplus^1_k^-2')	dudy	-1	yplus	2	yplus	1	k	-2	0.048147604307343134	0.01311431210271229	7.363326292353203e-05
4547	('dudy^-1_yplus^2', 'yplus^1_k^-1')	dudy	-1	yplus	2	yplus	1	k	-1	0.041848032395817525	0.013099902913780322	5.40009861778019e-05
4548	('dudy^-1_yplus^2', 'yplus^1_k^1')	dudy	-1	yplus	2	yplus	1	k	1	0.025060714096949877	0.013110735569289024	2.3684182201647218e-05
4549	('dudy^-1_yplus^2', 'yplus^1_k^2')	dudy	-1	yplus	2	yplus	1	k	2	0.02374541949843067	0.013462438746097373	2.5135710529730015e-05
4550	('dudy^-1_yplus^2', 'yplus^2_k^-2')	dudy	-1	yplus	2	yplus	2	k	-2	0.04529002332503294	0.013199212167113106	8.171425880095865e-05
4551	('dudy^-1_yplus^2', 'yplus^2_k^-1')	dudy	-1	yplus	2	yplus	2	k	-1	0.04180606951656984	0.013224925312115192	6.715753830331906e-05
4552	('dudy^-1_yplus^2', 'yplus^2_k^1')	dudy	-1	yplus	2	yplus	2	k	1	0.03210991113931527	0.013207709776582064	3.85373022082392e-05
4553	('dudy^-1_yplus^2', 'yplus^2_k^2')	dudy	-1	yplus	2	yplus	2	k	2	0.026781359427367615	0.013317208862680058	2.94739544196108e-05
4554	('dudy^-1_yplus^2', 'yplus^-2_eps^-2')	dudy	-1	yplus	2	yplus	-2	eps	-2	0.06965436362400138	0.015664029157934783	8.606404193855617e-05
4555	('dudy^-1_yplus^2', 'yplus^-2_eps^-1')	dudy	-1	yplus	2	yplus	-2	eps	-1	0.038513712121704534	0.012713841216521889	2.6816540482295874e-05
4556	('dudy^-1_yplus^2', 'yplus^-2_eps^1')	dudy	-1	yplus	2	yplus	-2	eps	1	0.04181840095611892	0.012936272869305229	2.55259392885509e-05
4557	('dudy^-1_yplus^2', 'yplus^-2_eps^2')	dudy	-1	yplus	2	yplus	-2	eps	2	0.04128843384320148	0.012990444380888153	2.4903473823254265e-05
4558	('dudy^-1_yplus^2', 'yplus^-1_eps^-2')	dudy	-1	yplus	2	yplus	-1	eps	-2	0.05053352821549798	0.017165868906246294	5.09413718544456e-05
4559	('dudy^-1_yplus^2', 'yplus^-1_eps^-1')	dudy	-1	yplus	2	yplus	-1	eps	-1	0.09430646358212211	0.01480667747098079	0.00018472866193391642
4560	('dudy^-1_yplus^2', 'yplus^-1_eps^1')	dudy	-1	yplus	2	yplus	-1	eps	1	0.037256493986953264	0.01293924550855325	2.5293077128350175e-05
4561	('dudy^-1_yplus^2', 'yplus^-1_eps^2')	dudy	-1	yplus	2	yplus	-1	eps	2	0.03950181855067139	0.013013177885667488	2.636265081589079e-05
4562	('dudy^-1_yplus^2', 'yplus^1_eps^-2')	dudy	-1	yplus	2	yplus	1	eps	-2	0.025413136316814442	0.013959158027415371	5.096222014626422e-05
4563	('dudy^-1_yplus^2', 'yplus^1_eps^-1')	dudy	-1	yplus	2	yplus	1	eps	-1	0.025348073525432703	0.01388414547864908	3.9673887338423636e-05
4564	('dudy^-1_yplus^2', 'yplus^1_eps^1')	dudy	-1	yplus	2	yplus	1	eps	1	0.16184999734330824	0.015085767347879196	0.0007584187537855397
4565	('dudy^-1_yplus^2', 'yplus^1_eps^2')	dudy	-1	yplus	2	yplus	1	eps	2	0.027646232953051204	0.014391886292108724	2.958552000995745e-05
4566	('dudy^-1_yplus^2', 'yplus^2_eps^-2')	dudy	-1	yplus	2	yplus	2	eps	-2	0.028786798704295763	0.013764589749105452	6.938857622145355e-05
4567	('dudy^-1_yplus^2', 'yplus^2_eps^-1')	dudy	-1	yplus	2	yplus	2	eps	-1	0.030146367724772496	0.013734470361524921	5.7157780782240845e-05
4568	('dudy^-1_yplus^2', 'yplus^2_eps^1')	dudy	-1	yplus	2	yplus	2	eps	1	0.06508672676405586	0.012944616559351403	7.979914886336886e-05
4569	('dudy^-1_yplus^2', 'yplus^2_eps^2')	dudy	-1	yplus	2	yplus	2	eps	2	0.19691756390805634	0.014859420846364971	0.0012709775406176025
4570	('dudy^-1_yplus^2', 'yplus^-2_u^-2')	dudy	-1	yplus	2	yplus	-2	u	-2	0.03831059256469935	0.012915078275244435	2.3114169476147257e-05
4571	('dudy^-1_yplus^2', 'yplus^-2_u^-1')	dudy	-1	yplus	2	yplus	-2	u	-1	0.03989827572588481	0.01288960426820459	2.4151948897496185e-05
4572	('dudy^-1_yplus^2', 'yplus^-2_u^1')	dudy	-1	yplus	2	yplus	-2	u	1	0.038606145464276605	0.012852052200790002	2.9457101701288127e-05
4573	('dudy^-1_yplus^2', 'yplus^-2_u^2')	dudy	-1	yplus	2	yplus	-2	u	2	0.03309324023660434	0.01288916740424469	2.508916383707875e-05
4574	('dudy^-1_yplus^2', 'yplus^-1_u^-2')	dudy	-1	yplus	2	yplus	-1	u	-2	0.03849689947416768	0.012823547822980765	2.361976125967322e-05
4575	('dudy^-1_yplus^2', 'yplus^-1_u^-1')	dudy	-1	yplus	2	yplus	-1	u	-1	0.037770339015206565	0.012742014741597965	2.5716337849325775e-05
4576	('dudy^-1_yplus^2', 'yplus^-1_u^1')	dudy	-1	yplus	2	yplus	-1	u	1	0.02772778845320458	0.012892376015592568	2.272383460071251e-05
4577	('dudy^-1_yplus^2', 'yplus^-1_u^2')	dudy	-1	yplus	2	yplus	-1	u	2	0.02550036479744527	0.01377220056924606	2.5334148938592923e-05
4578	('dudy^-1_yplus^2', 'yplus^1_u^-2')	dudy	-1	yplus	2	yplus	1	u	-2	0.022263962838146106	0.013890850594695593	2.3953619595622953e-05
4579	('dudy^-1_yplus^2', 'yplus^1_u^-1')	dudy	-1	yplus	2	yplus	1	u	-1	0.027498207667880137	0.013090629271986986	2.774753116333491e-05
4580	('dudy^-1_yplus^2', 'yplus^1_u^1')	dudy	-1	yplus	2	yplus	1	u	1	0.03973606844082343	0.01306161211228615	4.538476855301084e-05
4581	('dudy^-1_yplus^2', 'yplus^1_u^2')	dudy	-1	yplus	2	yplus	1	u	2	0.04496434370699304	0.013046510970207334	5.659765212056795e-05
4582	('dudy^-1_yplus^2', 'yplus^2_u^-2')	dudy	-1	yplus	2	yplus	2	u	-2	0.030138504948713223	0.013200780514827187	3.818065913420353e-05
4583	('dudy^-1_yplus^2', 'yplus^2_u^-1')	dudy	-1	yplus	2	yplus	2	u	-1	0.03393365572716059	0.013207967818424773	4.513334049241523e-05
4584	('dudy^-1_yplus^2', 'yplus^2_u^1')	dudy	-1	yplus	2	yplus	2	u	1	0.04054850047153153	0.013204474807735221	6.003655444877037e-05
4585	('dudy^-1_yplus^2', 'yplus^2_u^2')	dudy	-1	yplus	2	yplus	2	u	2	0.043366098087698	0.013245735277789696	6.831967338210231e-05
4586	('dudy^-1_yplus^2', 'k^-2_eps^-2')	dudy	-1	yplus	2	k	-2	eps	-2	0.02766781640177901	0.014495770877367751	5.4435919786975123e-05
4587	('dudy^-1_yplus^2', 'k^-2_eps^-1')	dudy	-1	yplus	2	k	-2	eps	-1	0.03018193715111889	0.014893313853121638	4.846352150085763e-05
4588	('dudy^-1_yplus^2', 'k^-2_eps^1')	dudy	-1	yplus	2	k	-2	eps	1	0.031138881283652258	0.012981722554827999	2.1514882237125847e-05
4589	('dudy^-1_yplus^2', 'k^-2_eps^2')	dudy	-1	yplus	2	k	-2	eps	2	0.032486078384893945	0.012885487502698963	2.1749658105983667e-05
4590	('dudy^-1_yplus^2', 'k^-1_eps^-2')	dudy	-1	yplus	2	k	-1	eps	-2	0.025096522026403147	0.014516557563041958	4.4452178569591054e-05
4591	('dudy^-1_yplus^2', 'k^-1_eps^-1')	dudy	-1	yplus	2	k	-1	eps	-1	0.02414007213455857	0.014142788219540662	3.435246327043646e-05
4592	('dudy^-1_yplus^2', 'k^-1_eps^1')	dudy	-1	yplus	2	k	-1	eps	1	0.028732340226924617	0.012829203509896274	2.169652857347152e-05
4593	('dudy^-1_yplus^2', 'k^-1_eps^2')	dudy	-1	yplus	2	k	-1	eps	2	0.0320277609107733	0.012957888120609195	2.2169778456064137e-05
4594	('dudy^-1_yplus^2', 'k^1_eps^-2')	dudy	-1	yplus	2	k	1	eps	-2	0.0305165625312475	0.015436903084536827	3.234816505748599e-05
4595	('dudy^-1_yplus^2', 'k^1_eps^-1')	dudy	-1	yplus	2	k	1	eps	-1	0.035777942754770906	0.01523890921410484	3.101101634418173e-05
4596	('dudy^-1_yplus^2', 'k^1_eps^1')	dudy	-1	yplus	2	k	1	eps	1	0.034027752283836143	0.013386614178063487	4.075619526787594e-05
4597	('dudy^-1_yplus^2', 'k^1_eps^2')	dudy	-1	yplus	2	k	1	eps	2	0.03265614204546923	0.013218722527061865	3.225660009377347e-05
4598	('dudy^-1_yplus^2', 'k^2_eps^-2')	dudy	-1	yplus	2	k	2	eps	-2	0.0419779431008614	0.016002329568217018	4.6297724882762194e-05
4599	('dudy^-1_yplus^2', 'k^2_eps^-1')	dudy	-1	yplus	2	k	2	eps	-1	0.059724164895896895	0.016855132202222352	8.10162819725809e-05
4600	('dudy^-1_yplus^2', 'k^2_eps^1')	dudy	-1	yplus	2	k	2	eps	1	0.034284330523583637	0.01439104117650994	5.7300122437485135e-05
4601	('dudy^-1_yplus^2', 'k^2_eps^2')	dudy	-1	yplus	2	k	2	eps	2	0.0434499532185515	0.013379117617444593	6.862175680280997e-05
4602	('dudy^-1_yplus^2', 'k^-2_u^-2')	dudy	-1	yplus	2	k	-2	u	-2	0.03748980108126003	0.012931494925485358	2.319562427907579e-05
4603	('dudy^-1_yplus^2', 'k^-2_u^-1')	dudy	-1	yplus	2	k	-2	u	-1	0.055024980708939256	0.016742756978812137	8.686807120067822e-05
4604	('dudy^-1_yplus^2', 'k^-2_u^1')	dudy	-1	yplus	2	k	-2	u	1	0.059341974918064984	0.014160044054911605	8.650938214636881e-05
4605	('dudy^-1_yplus^2', 'k^-2_u^2')	dudy	-1	yplus	2	k	-2	u	2	0.0657832413854263	0.01293135093743034	0.00010193388523105088
4606	('dudy^-1_yplus^2', 'k^-1_u^-2')	dudy	-1	yplus	2	k	-1	u	-2	0.036926059201403724	0.012905071468321677	2.273466387570225e-05
4607	('dudy^-1_yplus^2', 'k^-1_u^-1')	dudy	-1	yplus	2	k	-1	u	-1	0.04169875906172082	0.013117246529288704	2.5869994714030677e-05
4608	('dudy^-1_yplus^2', 'k^-1_u^1')	dudy	-1	yplus	2	k	-1	u	1	0.05272142647453811	0.012847280081912748	6.012191717444345e-05
4609	('dudy^-1_yplus^2', 'k^-1_u^2')	dudy	-1	yplus	2	k	-1	u	2	0.060552938238666254	0.012825168132565548	7.41921750271009e-05
4610	('dudy^-1_yplus^2', 'k^1_u^-2')	dudy	-1	yplus	2	k	1	u	-2	0.03312711859121321	0.01272040997427235	2.4573622811543288e-05
4611	('dudy^-1_yplus^2', 'k^1_u^-1')	dudy	-1	yplus	2	k	1	u	-1	0.03115608925513311	0.012891067979080177	2.380182777790369e-05
4612	('dudy^-1_yplus^2', 'k^1_u^1')	dudy	-1	yplus	2	k	1	u	1	0.04260928585050401	0.016165209946354203	3.458772009559649e-05
4613	('dudy^-1_yplus^2', 'k^1_u^2')	dudy	-1	yplus	2	k	1	u	2	0.03443575952552947	0.012839975260968297	2.2644725092869995e-05
4614	('dudy^-1_yplus^2', 'k^2_u^-2')	dudy	-1	yplus	2	k	2	u	-2	0.03343525950256259	0.01296110667548929	2.466868878258524e-05
4615	('dudy^-1_yplus^2', 'k^2_u^-1')	dudy	-1	yplus	2	k	2	u	-1	0.028346522652129065	0.014503641791102664	2.5269486092247442e-05
4616	('dudy^-1_yplus^2', 'k^2_u^1')	dudy	-1	yplus	2	k	2	u	1	0.06811476300983049	0.015939907088307583	0.00035530243496672154
4617	('dudy^-1_yplus^2', 'k^2_u^2')	dudy	-1	yplus	2	k	2	u	2	0.04056331333706573	0.016566999116536182	3.0098753654967422e-05
4618	('dudy^-1_yplus^2', 'eps^-2_u^-2')	dudy	-1	yplus	2	eps	-2	u	-2	0.03339512122192195	0.016052765051453456	3.429845915873319e-05
4619	('dudy^-1_yplus^2', 'eps^-2_u^-1')	dudy	-1	yplus	2	eps	-2	u	-1	0.028236522652793045	0.01497502115751841	3.3499653749427476e-05
4620	('dudy^-1_yplus^2', 'eps^-2_u^1')	dudy	-1	yplus	2	eps	-2	u	1	0.02405715182331723	0.014741036359374208	3.830494516073402e-05
4621	('dudy^-1_yplus^2', 'eps^-2_u^2')	dudy	-1	yplus	2	eps	-2	u	2	0.02467129516946274	0.014573755962204504	4.333829021726634e-05
4622	('dudy^-1_yplus^2', 'eps^-1_u^-2')	dudy	-1	yplus	2	eps	-1	u	-2	0.040576637217428636	0.017300145118891153	3.5172056241829236e-05
4623	('dudy^-1_yplus^2', 'eps^-1_u^-1')	dudy	-1	yplus	2	eps	-1	u	-1	0.029675430099354236	0.015332022659096002	2.5966860176978872e-05
4624	('dudy^-1_yplus^2', 'eps^-1_u^1')	dudy	-1	yplus	2	eps	-1	u	1	0.022049303548841628	0.014238660618742155	2.830922416689104e-05
4625	('dudy^-1_yplus^2', 'eps^-1_u^2')	dudy	-1	yplus	2	eps	-1	u	2	0.02464357171675459	0.013971157508697665	3.335697449006252e-05
4626	('dudy^-1_yplus^2', 'eps^1_u^-2')	dudy	-1	yplus	2	eps	1	u	-2	0.036421941615332735	0.012840884930319547	2.3141494536911623e-05
4627	('dudy^-1_yplus^2', 'eps^1_u^-1')	dudy	-1	yplus	2	eps	1	u	-1	0.0328316513823359	0.012909699635941085	2.2931966180688354e-05
4628	('dudy^-1_yplus^2', 'eps^1_u^1')	dudy	-1	yplus	2	eps	1	u	1	0.026281930479631135	0.014193742996623253	2.8054099748930777e-05
4629	('dudy^-1_yplus^2', 'eps^1_u^2')	dudy	-1	yplus	2	eps	1	u	2	0.027313110587805164	0.016294032552239216	3.388586931134088e-05
4630	('dudy^-1_yplus^2', 'eps^2_u^-2')	dudy	-1	yplus	2	eps	2	u	-2	0.03744364076942058	0.012971213763672697	2.321795021937302e-05
4631	('dudy^-1_yplus^2', 'eps^2_u^-1')	dudy	-1	yplus	2	eps	2	u	-1	0.036425240953744234	0.013028298097836387	2.4178351430875657e-05
4632	('dudy^-1_yplus^2', 'eps^2_u^1')	dudy	-1	yplus	2	eps	2	u	1	0.03058073975016567	0.013263455477815976	3.635221202277096e-05
4633	('dudy^-1_yplus^2', 'eps^2_u^2')	dudy	-1	yplus	2	eps	2	u	2	0.030413838109970056	0.014133560616646536	3.8195163831284716e-05
4634	('dudy^1_yplus^-2', 'dudy^1_yplus^-1')	dudy	1	yplus	-2	dudy	1	yplus	-1	0.05740114681289896	0.01368676368837256	4.538876667480145e-05
4635	('dudy^1_yplus^-2', 'dudy^1_yplus^1')	dudy	1	yplus	-2	dudy	1	yplus	1	0.04586163574220929	0.011675971851042433	2.686383095190234e-05
4636	('dudy^1_yplus^-2', 'dudy^1_yplus^2')	dudy	1	yplus	-2	dudy	1	yplus	2	0.04453737897020441	0.014239998953022612	2.7197770420002144e-05
4637	('dudy^1_yplus^-2', 'dudy^2_yplus^-2')	dudy	1	yplus	-2	dudy	2	yplus	-2	0.05874891835156354	0.01405780715213669	3.547980324989221e-05
4638	('dudy^1_yplus^-2', 'dudy^2_yplus^-1')	dudy	1	yplus	-2	dudy	2	yplus	-1	0.058984185484222316	0.014056963856252951	4.814850222496533e-05
4639	('dudy^1_yplus^-2', 'dudy^2_yplus^1')	dudy	1	yplus	-2	dudy	2	yplus	1	0.06945637506738826	0.01287832871196527	7.324485181912392e-05
4640	('dudy^1_yplus^-2', 'dudy^2_yplus^2')	dudy	1	yplus	-2	dudy	2	yplus	2	0.048157428880166435	0.011678364729049928	2.99750624366315e-05
4641	('dudy^1_yplus^-2', 'dudy^-2_k^-2')	dudy	1	yplus	-2	dudy	-2	k	-2	0.04278210295970176	0.013277504909019017	2.4749446115618893e-05
4642	('dudy^1_yplus^-2', 'dudy^-2_k^-1')	dudy	1	yplus	-2	dudy	-2	k	-1	0.04257082833871587	0.013278171008903453	2.334825238258055e-05
4643	('dudy^1_yplus^-2', 'dudy^-2_k^1')	dudy	1	yplus	-2	dudy	-2	k	1	0.04304508303042709	0.013005902751988235	2.2955706368586574e-05
4644	('dudy^1_yplus^-2', 'dudy^-2_k^2')	dudy	1	yplus	-2	dudy	-2	k	2	0.04370201951041668	0.013139920943246619	2.316582295150888e-05
4645	('dudy^1_yplus^-2', 'dudy^-1_k^-2')	dudy	1	yplus	-2	dudy	-1	k	-2	0.04263888443027022	0.013495043483787716	2.357297866184253e-05
4646	('dudy^1_yplus^-2', 'dudy^-1_k^-1')	dudy	1	yplus	-2	dudy	-1	k	-1	0.042540447480438406	0.013580740236234502	2.2770194541965745e-05
4647	('dudy^1_yplus^-2', 'dudy^-1_k^1')	dudy	1	yplus	-2	dudy	-1	k	1	0.04420474414684631	0.013690132828836793	2.2990225587761567e-05
4648	('dudy^1_yplus^-2', 'dudy^-1_k^2')	dudy	1	yplus	-2	dudy	-1	k	2	0.045506333645343414	0.014657985072226761	2.3545926974756942e-05
4649	('dudy^1_yplus^-2', 'dudy^1_k^-2')	dudy	1	yplus	-2	dudy	1	k	-2	0.05332918501249395	0.012244159461032501	2.7734558185162445e-05
4650	('dudy^1_yplus^-2', 'dudy^1_k^-1')	dudy	1	yplus	-2	dudy	1	k	-1	0.05334039844656281	0.01143840862546508	3.815012519543489e-05
